Actividad_Oferta,Localidad,Barrios,Tipo_de_Venta,Tipo_de_Oferta,Genero,Etnia,Estado
CARNES,'LOCALIDAD 1',BAZURTO,SEMI-ESTACIONARIO,BIENES,MASCULINO,NINGUNA,INACTIVO
HORTALIZAS/FRUTAS,'LOCALIDAD 1',BAZURTO,SEMI-ESTACIONARIO,BIENES,MASCULINO,NINGUNA,INACTIVO
HORTALIZAS/FRUTAS,'LOCALIDAD 1',BAZURTO,SEMI-ESTACIONARIO,BIENES,MASCULINO,NINGUNA,INACTIVO
AGUA/REFRESCOS,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,INACTIVO
PESCADO,'LOCALIDAD 1',BAZURTO,SEMI-ESTACIONARIO,BIENES,MASCULINO,NINGUNA,INACTIVO
'ROPA Y VARIEDADES','LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,INACTIVO
ELECTRODOMESTICOS,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,INACTIVO
'CD - DVD - DISCOS','LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,INACTIVO
CALZADO,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,INACTIVO
JUGOS/RASPAO,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,INACTIVO
'ROPA Y VARIEDADES','LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,INACTIVO
HORTALIZAS/FRUTAS,'LOCALIDAD 1',BAZURTO,SEMI-ESTACIONARIO,BIENES,MASCULINO,NINGUNA,INACTIVO
CERRAJERIA,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,INACTIVO
ELECTRODOMESTICOS,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,INACTIVO
ELECTRODOMESTICOS,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,INACTIVO
PLATA/JOYAS/RELOJ,'LOCALIDAD 1',BAZURTO,SEMI-ESTACIONARIO,BIENES,MASCULINO,NINGUNA,INACTIVO
HORTALIZAS/FRUTAS,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,INACTIVO
CARBON,'LOCALIDAD 1',BAZURTO,SEMI-ESTACIONARIO,BIENES,MASCULINO,NINGUNA,INACTIVO
PESCADO,'LOCALIDAD 1',BAZURTO,SEMI-ESTACIONARIO,BIENES,MASCULINO,NINGUNA,INACTIVO
PESCADO,'LOCALIDAD 1',BAZURTO,SEMI-ESTACIONARIO,BIENES,MASCULINO,NINGUNA,INACTIVO
HORTALIZAS/FRUTAS,'LOCALIDAD 1',BAZURTO,SEMI-ESTACIONARIO,BIENES,MASCULINO,NINGUNA,INACTIVO
'ROPA Y VARIEDADES','LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,INACTIVO
AGUA/REFRESCOS,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,INACTIVO
HORTALIZAS/FRUTAS,'LOCALIDAD 1',BAZURTO,SEMI-ESTACIONARIO,BIENES,MASCULINO,NINGUNA,INACTIVO
PESCADO,'LOCALIDAD 1',BAZURTO,SEMI-ESTACIONARIO,BIENES,MASCULINO,NINGUNA,INACTIVO
'ROPA Y VARIEDADES','LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,INACTIVO
'CD - DVD - DISCOS','LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,INACTIVO
HORTALIZAS/FRUTAS,'LOCALIDAD 1',BAZURTO,SEMI-ESTACIONARIO,BIENES,MASCULINO,NINGUNA,INACTIVO
HORTALIZAS/FRUTAS,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,INACTIVO
CALZADO,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,INACTIVO
'CD - DVD - DISCOS','LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,INACTIVO
'CD - DVD - DISCOS','LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,INACTIVO
'CD - DVD - DISCOS','LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,INACTIVO
'ROPA Y VARIEDADES','LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,INACTIVO
'CD - DVD - DISCOS','LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,INACTIVO
HORTALIZAS/FRUTAS,'LOCALIDAD 1',BAZURTO,AMBULANTE,BIENES,MASCULINO,NINGUNA,INACTIVO
'CD - DVD - DISCOS','LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,INACTIVO
HORTALIZAS/FRUTAS,'LOCALIDAD 1',BAZURTO,AMBULANTE,BIENES,MASCULINO,NINGUNA,INACTIVO
HORTALIZAS/FRUTAS,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,INACTIVO
AGUA/REFRESCOS,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,INACTIVO
'ROPA Y VARIEDADES','LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,INACTIVO
'ROPA Y VARIEDADES','LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,INACTIVO
'ROPA Y VARIEDADES','LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,INACTIVO
'CD - DVD - DISCOS','LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,INACTIVO
'CELULARES Y SIMILARES','LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,INACTIVO
MAROQUINERIA,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,INACTIVO
'TALLER ART. ELECTRICOS','LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,INACTIVO
HORTALIZAS/FRUTAS,'LOCALIDAD 1',BAZURTO,SEMI-ESTACIONARIO,BIENES,MASCULINO,NINGUNA,INACTIVO
CARBON,'LOCALIDAD 1',BAZURTO,AMBULANTE,BIENES,MASCULINO,NINGUNA,INACTIVO
JUGOS/RASPAO,'LOCALIDAD 1',BAZURTO,SEMI-ESTACIONARIO,BIENES,MASCULINO,NINGUNA,INACTIVO
'REPUESTOS ELÉCTRICOS','LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,INACTIVO
PESCADO,'LOCALIDAD 1',BAZURTO,SEMI-ESTACIONARIO,BIENES,MASCULINO,NINGUNA,INACTIVO
HORTALIZAS/FRUTAS,'LOCALIDAD 1',BAZURTO,SEMI-ESTACIONARIO,BIENES,MASCULINO,NINGUNA,INACTIVO
CARNES,'LOCALIDAD 1',BAZURTO,SEMI-ESTACIONARIO,BIENES,MASCULINO,NINGUNA,INACTIVO
'ROPA Y VARIEDADES','LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,INACTIVO
CARBON,'LOCALIDAD 1',BAZURTO,SEMI-ESTACIONARIO,BIENES,MASCULINO,NINGUNA,INACTIVO
PESCADO,'LOCALIDAD 1',BAZURTO,SEMI-ESTACIONARIO,BIENES,MASCULINO,NINGUNA,INACTIVO
HORTALIZAS/FRUTAS,'LOCALIDAD 1',BAZURTO,AMBULANTE,BIENES,MASCULINO,NINGUNA,INACTIVO
'DESCAMADOR DE PESCADO','LOCALIDAD 1',BAZURTO,SEMI-ESTACIONARIO,SERVICIOS,MASCULINO,NINGUNA,INACTIVO
'CD - DVD - DISCOS','LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,INACTIVO
'ART. DE FERRETERIA','LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,INACTIVO
'ROPA Y VARIEDADES','LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,INACTIVO
ARTESANIAS,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,INACTIVO
HORTALIZAS/FRUTAS,'LOCALIDAD 1',BAZURTO,SEMI-ESTACIONARIO,BIENES,MASCULINO,NINGUNA,INACTIVO
'DESCAMADOR DE PESCADO','LOCALIDAD 1',BAZURTO,SEMI-ESTACIONARIO,SERVICIOS,MASCULINO,NINGUNA,INACTIVO
PESCADO,'LOCALIDAD 1',BAZURTO,SEMI-ESTACIONARIO,BIENES,MASCULINO,NINGUNA,INACTIVO
JUGOS/RASPAO,'LOCALIDAD 1',BAZURTO,SEMI-ESTACIONARIO,BIENES,MASCULINO,NINGUNA,INACTIVO
'CD - DVD - DISCOS','LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,INACTIVO
'TALLER DE CARPINTERIA','LOCALIDAD 1',BAZURTO,ESTACIONARIO,SERVICIOS,MASCULINO,NINGUNA,INACTIVO
HORTALIZAS/FRUTAS,'LOCALIDAD 1',BAZURTO,SEMI-ESTACIONARIO,BIENES,MASCULINO,NINGUNA,INACTIVO
PESCADO,'LOCALIDAD 1',BAZURTO,SEMI-ESTACIONARIO,BIENES,MASCULINO,NINGUNA,INACTIVO
'DESCAMADOR DE PESCADO','LOCALIDAD 1',BAZURTO,SEMI-ESTACIONARIO,SERVICIOS,MASCULINO,NINGUNA,INACTIVO
'CD - DVD - DISCOS','LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,INACTIVO
JUGOS/RASPAO,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,INACTIVO
PESCADO,'LOCALIDAD 1',BAZURTO,SEMI-ESTACIONARIO,BIENES,MASCULINO,NINGUNA,INACTIVO
HORTALIZAS/FRUTAS,'LOCALIDAD 1',BAZURTO,SEMI-ESTACIONARIO,BIENES,MASCULINO,NINGUNA,INACTIVO
HORTALIZAS/FRUTAS,'LOCALIDAD 1',BAZURTO,SEMI-ESTACIONARIO,BIENES,MASCULINO,NINGUNA,INACTIVO
PLATA/JOYAS/RELOJ,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,INACTIVO
JUGOS/RASPAO,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,INACTIVO
'ROPA Y VARIEDADES','LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,INACTIVO
'FRITOS Y OTROS','LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,INACTIVO
'COMIDAS RAPIDAS','LOCALIDAD 1',BAZURTO,SEMI-ESTACIONARIO,BIENES,MASCULINO,NINGUNA,INACTIVO
'COMIDAS PREPARADAS','LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,INACTIVO
CALZADO,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,INACTIVO
'PRODUCTOS NATURALES','LOCALIDAD 1',BAZURTO,SEMI-ESTACIONARIO,BIENES,MASCULINO,NINGUNA,INACTIVO
HORTALIZAS/FRUTAS,'LOCALIDAD 1',BAZURTO,SEMI-ESTACIONARIO,BIENES,MASCULINO,NINGUNA,INACTIVO
HORTALIZAS/FRUTAS,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,INACTIVO
HORTALIZAS/FRUTAS,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,INACTIVO
JUGOS/RASPAO,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,INACTIVO
HORTALIZAS/FRUTAS,'LOCALIDAD 1',BAZURTO,SEMI-ESTACIONARIO,BIENES,MASCULINO,NINGUNA,INACTIVO
'ART. DE FERRETERIA','LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,INACTIVO
'FRITOS Y OTROS','LOCALIDAD 1',BAZURTO,SEMI-ESTACIONARIO,BIENES,MASCULINO,NINGUNA,INACTIVO
'COMIDAS PREPARADAS','LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,INACTIVO
HORTALIZAS/FRUTAS,'LOCALIDAD 1',BAZURTO,SEMI-ESTACIONARIO,BIENES,MASCULINO,NINGUNA,INACTIVO
CALZADO,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,INACTIVO
LIBROS,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,INACTIVO
'COMIDAS PREPARADAS','LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,INACTIVO
HORTALIZAS/FRUTAS,'LOCALIDAD 1',BAZURTO,SEMI-ESTACIONARIO,BIENES,MASCULINO,NINGUNA,INACTIVO
'TALLER DE RELOJERIA','LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,INACTIVO
AGUA/REFRESCOS,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,INACTIVO
'ROPA Y VARIEDADES','LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,INACTIVO
PESCADO,'LOCALIDAD 1',BAZURTO,SEMI-ESTACIONARIO,BIENES,MASCULINO,NINGUNA,INACTIVO
CALZADO,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,INACTIVO
HORTALIZAS/FRUTAS,'LOCALIDAD 1',BAZURTO,SEMI-ESTACIONARIO,BIENES,MASCULINO,NINGUNA,INACTIVO
ELECTRODOMESTICOS,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,INACTIVO
HORTALIZAS/FRUTAS,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,INACTIVO
'ROPA Y VARIEDADES','LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,INACTIVO
'ROPA Y VARIEDADES','LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,INACTIVO
HORTALIZAS/FRUTAS,'LOCALIDAD 1',BAZURTO,SEMI-ESTACIONARIO,BIENES,MASCULINO,NINGUNA,INACTIVO
CALZADO,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,INACTIVO
'TALLER DE RELOJERIA','LOCALIDAD 1',BAZURTO,ESTACIONARIO,SERVICIOS,MASCULINO,NINGUNA,INACTIVO
PESCADO,'LOCALIDAD 1',BAZURTO,SEMI-ESTACIONARIO,BIENES,MASCULINO,NINGUNA,INACTIVO
HORTALIZAS/FRUTAS,'LOCALIDAD 1',BAZURTO,SEMI-ESTACIONARIO,BIENES,MASCULINO,NINGUNA,INACTIVO
CALZADO,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,INACTIVO
'TALLER DE CARPINTERIA','LOCALIDAD 1',BAZURTO,ESTACIONARIO,SERVICIOS,MASCULINO,NINGUNA,INACTIVO
HORTALIZAS/FRUTAS,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,INACTIVO
MAROQUINERIA,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,INACTIVO
ARTESANIAS,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,INACTIVO
HORTALIZAS/FRUTAS,'LOCALIDAD 1',BAZURTO,SEMI-ESTACIONARIO,BIENES,MASCULINO,NINGUNA,INACTIVO
'CELULARES Y SIMILARES','LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,INACTIVO
PESCADO,'LOCALIDAD 1',BAZURTO,SEMI-ESTACIONARIO,BIENES,MASCULINO,NINGUNA,INACTIVO
HORTALIZAS/FRUTAS,'LOCALIDAD 1',BAZURTO,SEMI-ESTACIONARIO,BIENES,MASCULINO,NINGUNA,INACTIVO
PESCADO,'LOCALIDAD 1',BAZURTO,SEMI-ESTACIONARIO,BIENES,MASCULINO,NINGUNA,INACTIVO
HORTALIZAS/FRUTAS,'LOCALIDAD 1',BAZURTO,SEMI-ESTACIONARIO,BIENES,MASCULINO,NINGUNA,INACTIVO
'ROPA Y VARIEDADES','LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,INACTIVO
'ROPA Y VARIEDADES','LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,INACTIVO
CALZADO,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,INACTIVO
'ART. DE FERRETERIA','LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,INACTIVO
'ROPA Y VARIEDADES','LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,INACTIVO
HORTALIZAS/FRUTAS,'LOCALIDAD 1',BAZURTO,SEMI-ESTACIONARIO,BIENES,MASCULINO,NINGUNA,INACTIVO
'CELULARES Y SIMILARES','LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,INACTIVO
'ROPA Y VARIEDADES','LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,INACTIVO
'ROPA Y VARIEDADES','LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,INACTIVO
MAROQUINERIA,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,INACTIVO
AGUA/REFRESCOS,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,INACTIVO
CARBON,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,INACTIVO
'ROPA Y VARIEDADES','LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,INACTIVO
GAFAS/LENTES,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,INACTIVO
'CD - DVD - DISCOS','LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,INACTIVO
AGUA/REFRESCOS,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,INACTIVO
'COMIDAS PREPARADAS','LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,INACTIVO
'ART. DE FERRETERIA','LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,INACTIVO
'ROPA Y VARIEDADES','LOCALIDAD 1',BAZURTO,SEMI-ESTACIONARIO,BIENES,MASCULINO,NINGUNA,INACTIVO
HORTALIZAS/FRUTAS,'LOCALIDAD 1',BAZURTO,SEMI-ESTACIONARIO,BIENES,MASCULINO,NINGUNA,INACTIVO
HORTALIZAS/FRUTAS,'LOCALIDAD 1',BAZURTO,AMBULANTE,BIENES,MASCULINO,NINGUNA,INACTIVO
ELECTROMENORES,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,INACTIVO
'ROPA Y VARIEDADES','LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,INACTIVO
HORTALIZAS/FRUTAS,'LOCALIDAD 1',BAZURTO,SEMI-ESTACIONARIO,BIENES,MASCULINO,NINGUNA,INACTIVO
HORTALIZAS/FRUTAS,'LOCALIDAD 1',BAZURTO,SEMI-ESTACIONARIO,BIENES,MASCULINO,NINGUNA,INACTIVO
ELECTRODOMESTICOS,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,INACTIVO
HORTALIZAS/FRUTAS,'LOCALIDAD 1',BAZURTO,SEMI-ESTACIONARIO,BIENES,MASCULINO,NINGUNA,INACTIVO
HORTALIZAS/FRUTAS,'LOCALIDAD 1',BAZURTO,SEMI-ESTACIONARIO,BIENES,MASCULINO,NINGUNA,INACTIVO
PESCADO,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,INACTIVO
CALZADO,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,INACTIVO
JUGOS/RASPAO,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,INACTIVO
'ROPA Y VARIEDADES','LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,INACTIVO
HORTALIZAS/FRUTAS,'LOCALIDAD 1',BAZURTO,SEMI-ESTACIONARIO,BIENES,MASCULINO,NINGUNA,INACTIVO
'PRODUCTOS DE CHAZAS','LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,INACTIVO
'CD - DVD - DISCOS','LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,INACTIVO
HORTALIZAS/FRUTAS,'LOCALIDAD 1',BAZURTO,SEMI-ESTACIONARIO,BIENES,MASCULINO,NINGUNA,INACTIVO
HORTALIZAS/FRUTAS,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,INACTIVO
GAFAS/LENTES,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,INACTIVO
'CD - DVD - DISCOS','LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,INACTIVO
HORTALIZAS/FRUTAS,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,INACTIVO
PRENSA/REVISTAS,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,INACTIVO
'TALLER DE CARPINTERIA','LOCALIDAD 1',BAZURTO,ESTACIONARIO,SERVICIOS,MASCULINO,NINGUNA,INACTIVO
PESCADO,'LOCALIDAD 1',BAZURTO,SEMI-ESTACIONARIO,BIENES,FEMENINO,NINGUNA,INACTIVO
'ROPA Y VARIEDADES','LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,FEMENINO,NINGUNA,INACTIVO
'COMIDAS PREPARADAS','LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,FEMENINO,NINGUNA,INACTIVO
PESCADO,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,FEMENINO,NINGUNA,INACTIVO
PESCADO,'LOCALIDAD 1',BAZURTO,SEMI-ESTACIONARIO,BIENES,MASCULINO,NINGUNA,INACTIVO
PESCADO,'LOCALIDAD 1',BAZURTO,SEMI-ESTACIONARIO,BIENES,FEMENINO,NINGUNA,INACTIVO
CALZADO,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,INACTIVO
AGUA/REFRESCOS,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,INACTIVO
HORTALIZAS/FRUTAS,'LOCALIDAD 1',BAZURTO,SEMI-ESTACIONARIO,BIENES,FEMENINO,NINGUNA,INACTIVO
'COMIDAS PREPARADAS','LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,FEMENINO,NINGUNA,INACTIVO
CALZADO,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,INACTIVO
CARBON,'LOCALIDAD 1',BAZURTO,SEMI-ESTACIONARIO,BIENES,MASCULINO,NINGUNA,INACTIVO
'CD - DVD - DISCOS','LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,INACTIVO
'COMIDAS RAPIDAS','LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,FEMENINO,NINGUNA,INACTIVO
'CELULARES Y SIMILARES','LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,INACTIVO
'CD - DVD - DISCOS','LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,INACTIVO
HORTALIZAS/FRUTAS,'LOCALIDAD 1',BAZURTO,SEMI-ESTACIONARIO,BIENES,MASCULINO,NINGUNA,INACTIVO
JUGOS/RASPAO,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,INACTIVO
'ROPA Y VARIEDADES','LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,FEMENINO,NINGUNA,INACTIVO
'CD - DVD - DISCOS','LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,INACTIVO
HORTALIZAS/FRUTAS,'LOCALIDAD 1',BAZURTO,SEMI-ESTACIONARIO,BIENES,MASCULINO,NINGUNA,INACTIVO
'CD - DVD - DISCOS','LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,INACTIVO
'ROPA Y VARIEDADES','LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,FEMENINO,NINGUNA,INACTIVO
HORTALIZAS/FRUTAS,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,INACTIVO
'CD - DVD - DISCOS','LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,INACTIVO
PESCADO,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,FEMENINO,NINGUNA,INACTIVO
'DESCAMADOR DE PESCADO','LOCALIDAD 1',BAZURTO,SEMI-ESTACIONARIO,BIENES,MASCULINO,NINGUNA,INACTIVO
'TALLER CELULARES','LOCALIDAD 1',BAZURTO,ESTACIONARIO,SERVICIOS,MASCULINO,NINGUNA,INACTIVO
MAROQUINERIA,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,FEMENINO,NINGUNA,INACTIVO
'DESCAMADOR DE PESCADO','LOCALIDAD 1',BAZURTO,SEMI-ESTACIONARIO,SERVICIOS,MASCULINO,NINGUNA,INACTIVO
'ROPA Y VARIEDADES','LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,INACTIVO
'CD - DVD - DISCOS','LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,INACTIVO
'ART. DE FERRETERIA','LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,FEMENINO,NINGUNA,INACTIVO
PESCADO,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,FEMENINO,NINGUNA,INACTIVO
'TALLER DE ZAPATERIA','LOCALIDAD 1',BAZURTO,ESTACIONARIO,SERVICIOS,FEMENINO,NINGUNA,INACTIVO
